Regions code,Regions label,Migration Region (inflow) (6 categories) code,Migration Region (inflow) (6 categories) label,Ethnic group (6 categories) code,Ethnic group (6 categories) label,National Statistics Socio-economic Classification (NS-SeC) (10 categories) code,National Statistics Socio-economic Classification (NS-SeC) (10 categories) label,Count
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,256
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,120
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,64
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,199
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,136
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,136
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,1017
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,-8,Does not apply,939
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",540
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",575
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,257
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,194
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,80
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,167
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,197
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,130
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,1849
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,-8,Does not apply,10015
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",18640
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",21341
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,3,L7: Intermediate occupations,9439
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,4,L8 and L9: Small employers and own account workers,8122
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,5,L10 and L11: Lower supervisory and technical occupations,3250
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,6,L12: Semi-routine occupations,6774
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,7,L13: Routine occupations,6131
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,3303
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,9,L15: Full-time students,28962
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,-8,Does not apply,208
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",264
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",229
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,3,L7: Intermediate occupations,125
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,122
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,52
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,6,L12: Semi-routine occupations,102
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,7,L13: Routine occupations,122
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,154
E12000009,South West,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,9,L15: Full-time students,491
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,-8,Does not apply,0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",-8,Does not apply,62
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",108
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",66
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,28
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,15
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,13
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,32
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,10
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,37
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,230
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,31
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",28
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",33
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,24
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,11
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,5
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,19
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,14
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,18
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,52
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,-8,Does not apply,48
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",33
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",50
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,27
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,16
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,7
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,18
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,20
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,14
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,178
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,-8,Does not apply,701
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1537
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2003
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,3,L7: Intermediate occupations,1033
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,4,L8 and L9: Small employers and own account workers,576
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,5,L10 and L11: Lower supervisory and technical occupations,327
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,6,L12: Semi-routine occupations,836
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,7,L13: Routine occupations,711
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,368
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",4,White,9,L15: Full-time students,4056
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,-8,Does not apply,15
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",25
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",18
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,3,L7: Intermediate occupations,6
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,6
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,8
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,6,L12: Semi-routine occupations,9
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,7,L13: Routine occupations,11
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,16
E12000009,South West,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",5,Other ethnic group,9,L15: Full-time students,47
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,-8,Does not apply,0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,1520
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",746
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1315
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,292
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,158
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,115
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,277
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,376
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,798
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,3394
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,498
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",169
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",313
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,88
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,48
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,29
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,112
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,107
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,215
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,706
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,-8,Does not apply,486
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",159
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",175
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,75
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,104
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,29
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,76
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,139
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,104
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,466
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,-8,Does not apply,3035
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4056
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4709
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,3,L7: Intermediate occupations,1938
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,4,L8 and L9: Small employers and own account workers,2467
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,5,L10 and L11: Lower supervisory and technical occupations,940
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,6,L12: Semi-routine occupations,1869
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,7,L13: Routine occupations,2583
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,1290
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,4,White,9,L15: Full-time students,4185
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,-8,Does not apply,345
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",223
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",160
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,3,L7: Intermediate occupations,66
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,4,L8 and L9: Small employers and own account workers,102
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,41
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,6,L12: Semi-routine occupations,80
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,7,L13: Routine occupations,167
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,319
E12000009,South West,5,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,9,L15: Full-time students,577
W92000004,Wales,-8,Does not apply,-8,Does not apply,-8,Does not apply,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,-8,Does not apply,3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,9,L15: Full-time students,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,0
W92000004,Wales,-8,Does not apply,4,White,-8,Does not apply,0
W92000004,Wales,-8,Does not apply,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,4,White,3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,4,White,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,4,White,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,4,White,6,L12: Semi-routine occupations,0
